run_id,wafer_id,wiwnu_pct,thickness_range_nm,dishing_nm,erosion_pct,particle_count_ge_50nm,scratch_count,electrical_res_ohm,leakage_na,yield_flag
RUN-000294,W-RUN-000294,3.172,21.92,17.48,3.231,57,0,0.016432,3.607,1
RUN-000295,W-RUN-000295,3.267,19.85,13.93,2.559,64,2,0.01625,3.403,1
RUN-000296,W-RUN-000296,3.243,21.09,13.53,2.927,36,1,0.016004,6.923,1
RUN-000297,W-RUN-000297,3.196,16.25,13.72,2.426,58,2,0.016563,7.579,1
RUN-000298,W-RUN-000298,3.246,17.16,8.29,3.073,59,2,0.016625,5.956,1
RUN-000299,W-RUN-000299,3.189,18.07,19.25,3.861,50,2,0.017514,2.855,1
RUN-000300,W-RUN-000300,3.295,22.67,14.95,2.377,56,1,0.016715,5.526,1
RUN-000301,W-RUN-000301,3.21,19.28,11.04,2.275,60,1,0.014882,7.214,1
RUN-000302,W-RUN-000302,3.171,24.98,11.09,2.35,47,1,0.015999,4.763,1
RUN-000303,W-RUN-000303,3.279,23.64,12.83,3.803,43,5,0.016613,7.313,1
RUN-000304,W-RUN-000304,3.201,13.59,14.16,2.889,59,1,0.01495,6.135,1
RUN-000305,W-RUN-000305,3.231,17.98,13.43,3.518,47,0,0.015464,4.868,1
RUN-000306,W-RUN-000306,3.157,23.13,18.5,4.217,52,3,0.015395,6.123,1
RUN-000307,W-RUN-000307,3.279,18.2,13.62,2.967,47,4,0.017387,3.724,1
RUN-000308,W-RUN-000308,3.182,21.42,14.37,2.063,58,0,0.016264,6.491,1
RUN-000309,W-RUN-000309,3.283,24.73,10.4,3.745,43,2,0.0166,3.37,1
RUN-000310,W-RUN-000310,3.17,20.42,13.59,2.427,61,2,0.015182,4.268,1
RUN-000311,W-RUN-000311,3.264,16.18,11.65,2.398,40,1,0.017517,5.179,1
RUN-000312,W-RUN-000312,3.201,14.52,15.58,2.937,53,4,0.0156,4.896,1
RUN-000313,W-RUN-000313,3.288,20.11,16.54,2.734,43,2,0.016444,9.729,1
RUN-000314,W-RUN-000314,3.187,15.44,16.23,3.331,61,2,0.016228,5.551,1
RUN-000315,W-RUN-000315,3.232,24.42,10.09,1.894,43,2,0.015827,7.021,1
RUN-000316,W-RUN-000316,3.24,15.87,10.75,2.776,52,1,0.015001,3.297,1
RUN-000317,W-RUN-000317,3.231,20.09,16.96,3.818,49,2,0.016515,7.067,1
RUN-000318,W-RUN-000318,3.194,21.99,10.25,3.212,56,2,0.015964,3.589,1
RUN-000319,W-RUN-000319,3.135,24.05,17.92,3.134,39,2,0.016576,2.443,1
RUN-000320,W-RUN-000320,3.183,19.75,16.36,3.498,60,0,0.017016,4.951,1
RUN-000321,W-RUN-000321,3.251,24.56,8.89,2.314,78,1,0.015905,3.632,1
RUN-000322,W-RUN-000322,3.216,16.64,13.79,2.864,56,2,0.016283,6.041,1
RUN-000323,W-RUN-000323,3.24,22.88,6.19,2.015,53,3,0.014878,4.876,1
RUN-000324,W-RUN-000324,3.136,18.65,25.76,3.419,16,1,0.017255,5.356,0
RUN-000325,W-RUN-000325,3.25,18.75,19.36,2.87,69,3,0.017147,7.175,1
RUN-000326,W-RUN-000326,3.21,22.66,12.19,2.334,56,1,0.015692,6.307,1
RUN-000327,W-RUN-000327,3.22,21.48,6.56,1.66,35,3,0.01453,5.566,1
RUN-000328,W-RUN-000328,3.194,20.37,11.82,2.281,67,0,0.016361,5.883,1
RUN-000329,W-RUN-000329,3.256,22.03,9.4,2.077,41,2,0.014677,4.156,1
RUN-000330,W-RUN-000330,3.225,15.01,5.42,1.726,55,2,0.0153,4.401,1
RUN-000331,W-RUN-000331,3.194,24.02,20.12,3.153,58,1,0.014806,7.238,1
RUN-000332,W-RUN-000332,3.287,18.43,9.69,2.153,35,2,0.015805,2.579,1
RUN-000333,W-RUN-000333,3.204,19.9,13.83,2.791,56,5,0.015551,4.146,1
RUN-000334,W-RUN-000334,3.227,17.13,18.4,3.964,52,1,0.016559,2.605,1
RUN-000335,W-RUN-000335,3.167,27.49,16.34,3.877,60,2,0.015801,5.756,1
RUN-000336,W-RUN-000336,3.159,15.22,7.45,2.088,60,2,0.015956,2.376,1
RUN-000337,W-RUN-000337,3.231,22.06,16.78,3.881,64,1,0.015886,4.645,1
RUN-000338,W-RUN-000338,3.191,26.12,6.2,2.474,50,1,0.015509,6.198,1
RUN-000339,W-RUN-000339,3.185,22.25,10.16,3.211,59,1,0.015813,6.628,1
RUN-000340,W-RUN-000340,3.117,14.93,13.95,2.503,50,3,0.015038,3.793,1
RUN-000341,W-RUN-000341,3.206,16.33,18.32,3.821,45,5,0.016926,3.996,1
RUN-000342,W-RUN-000342,3.194,21.03,18.68,2.873,38,4,0.016415,7.258,1
RUN-000343,W-RUN-000343,3.23,20.39,15.74,3.709,63,3,0.015855,3.929,1
RUN-000344,W-RUN-000344,3.183,22.24,18.9,3.241,38,3,0.0163,2.951,1
RUN-000345,W-RUN-000345,3.211,23.0,16.46,2.056,59,0,0.016286,5.465,1
RUN-000346,W-RUN-000346,3.201,21.58,23.48,3.645,46,2,0.01649,3.66,1
RUN-000347,W-RUN-000347,3.17,15.44,16.96,1.961,25,4,0.016284,4.65,1
RUN-000348,W-RUN-000348,3.25,21.32,9.82,1.106,51,1,0.015559,4.283,1
RUN-000349,W-RUN-000349,3.312,21.77,12.43,2.858,62,2,0.017363,4.769,1
RUN-000350,W-RUN-000350,3.118,23.59,18.93,3.182,76,0,0.016901,5.63,1
RUN-000351,W-RUN-000351,3.29,19.93,15.69,3.152,54,2,0.016359,4.331,1
RUN-000352,W-RUN-000352,3.208,14.76,13.79,2.224,46,1,0.015575,4.715,1
RUN-000353,W-RUN-000353,3.216,18.8,14.55,3.931,52,3,0.015562,2.39,1
RUN-000354,W-RUN-000354,3.316,22.12,10.05,2.534,64,0,0.015468,5.793,1
RUN-000355,W-RUN-000355,3.208,16.03,17.08,2.472,50,2,0.014796,5.939,1
RUN-000356,W-RUN-000356,3.228,22.88,15.31,2.83,52,2,0.015907,2.085,1
RUN-000357,W-RUN-000357,3.155,18.74,14.05,2.739,46,1,0.01484,4.751,1
RUN-000358,W-RUN-000358,3.239,22.63,13.37,2.578,47,0,0.016543,6.59,1
RUN-000359,W-RUN-000359,3.182,24.17,17.34,3.263,59,2,0.015515,5.8,1
RUN-000360,W-RUN-000360,3.177,20.87,15.59,3.223,64,6,0.017048,1.53,1
RUN-000361,W-RUN-000361,3.138,21.58,12.01,2.476,64,2,0.015193,4.995,1
RUN-000362,W-RUN-000362,3.178,20.8,14.07,3.153,57,0,0.016521,7.851,1
RUN-000363,W-RUN-000363,3.107,16.23,11.88,2.823,42,2,0.015005,5.724,1
RUN-000364,W-RUN-000364,3.203,17.17,10.39,2.251,53,0,0.016069,5.283,1
RUN-000365,W-RUN-000365,3.21,24.3,21.7,3.757,45,4,0.017269,6.459,1
RUN-000366,W-RUN-000366,3.193,22.3,13.54,3.439,62,3,0.015558,5.072,1
RUN-000367,W-RUN-000367,3.183,21.68,13.73,3.292,55,0,0.014795,5.073,1
RUN-000368,W-RUN-000368,3.246,20.98,20.3,3.218,37,2,0.01482,4.591,1
RUN-000369,W-RUN-000369,3.201,21.33,20.82,2.307,68,0,0.015902,4.794,1
RUN-000370,W-RUN-000370,3.166,23.87,14.08,1.493,56,0,0.014558,4.974,1
RUN-000371,W-RUN-000371,3.216,22.5,15.76,2.906,64,2,0.015693,5.98,1
RUN-000372,W-RUN-000372,3.173,22.58,22.55,3.808,75,2,0.016155,5.942,1
RUN-000373,W-RUN-000373,3.225,23.23,12.89,3.2,47,1,0.015419,3.606,1
RUN-000374,W-RUN-000374,3.202,18.57,17.41,3.57,59,0,0.017731,5.823,1
RUN-000375,W-RUN-000375,3.207,16.97,16.51,4.17,45,2,0.017288,5.95,1
RUN-000376,W-RUN-000376,3.199,20.77,18.37,2.705,47,0,0.016424,5.728,1
RUN-000377,W-RUN-000377,3.194,21.68,11.57,2.43,64,6,0.015712,4.316,1
RUN-000378,W-RUN-000378,3.231,22.92,12.0,2.347,47,2,0.01572,3.71,1
RUN-000379,W-RUN-000379,3.162,22.87,16.83,3.671,71,3,0.015952,5.696,1
RUN-000380,W-RUN-000380,3.203,22.93,18.47,2.877,50,1,0.016588,9.507,1
RUN-000381,W-RUN-000381,3.327,23.47,11.15,2.576,54,3,0.015873,5.772,1
RUN-000382,W-RUN-000382,3.19,21.95,19.48,3.179,42,4,0.015667,5.192,1
RUN-000383,W-RUN-000383,3.218,23.12,15.0,3.028,67,3,0.016595,4.382,1
RUN-000384,W-RUN-000384,3.265,19.4,15.82,1.792,40,1,0.014917,3.427,1
RUN-000385,W-RUN-000385,3.3,19.11,7.41,1.147,55,0,0.014762,5.01,1
RUN-000386,W-RUN-000386,3.209,23.61,10.7,1.87,53,6,0.0154,7.022,1
RUN-000387,W-RUN-000387,3.164,17.44,15.41,3.167,65,1,0.015304,5.756,1
RUN-000388,W-RUN-000388,3.217,16.72,6.61,2.294,70,3,0.015776,5.856,1
RUN-000389,W-RUN-000389,3.305,18.58,4.55,2.179,65,1,0.015595,6.394,1
RUN-000390,W-RUN-000390,3.223,21.74,9.51,3.463,63,2,0.014726,7.568,1
RUN-000391,W-RUN-000391,3.183,14.7,7.91,1.77,46,0,0.015621,4.256,1
RUN-000392,W-RUN-000392,3.194,18.29,11.04,1.728,36,2,0.016096,5.856,1
RUN-000393,W-RUN-000393,3.215,18.25,17.39,2.675,63,2,0.016491,6.589,1
RUN-000394,W-RUN-000394,3.3,18.13,13.44,3.289,52,2,0.016111,6.013,1
RUN-000395,W-RUN-000395,3.262,21.69,14.48,3.136,70,2,0.016156,6.348,1
RUN-000396,W-RUN-000396,3.241,20.94,10.41,2.396,41,3,0.016317,7.615,1
RUN-000397,W-RUN-000397,3.283,19.55,13.24,1.744,42,0,0.01441,6.157,1
RUN-000398,W-RUN-000398,3.157,22.9,14.96,2.772,49,0,0.016288,6.733,1
RUN-000399,W-RUN-000399,3.2,17.81,10.24,3.451,76,3,0.016065,5.655,1
RUN-000400,W-RUN-000400,3.276,17.55,21.85,3.447,62,2,0.01419,5.872,1
RUN-000401,W-RUN-000401,3.183,22.07,12.5,3.958,67,2,0.016907,5.196,1
RUN-000402,W-RUN-000402,3.21,17.86,17.83,2.543,42,2,0.015952,5.404,1
RUN-000403,W-RUN-000403,3.206,17.99,12.83,2.92,42,4,0.016664,2.419,1
RUN-000404,W-RUN-000404,3.172,26.37,16.31,3.275,45,3,0.017386,5.385,1
RUN-000405,W-RUN-000405,3.261,20.08,17.26,3.35,18,2,0.016539,3.767,1
RUN-000406,W-RUN-000406,3.201,20.4,10.37,0.797,59,3,0.014579,5.788,1
RUN-000407,W-RUN-000407,3.179,19.1,15.28,3.627,36,2,0.015526,2.61,1
RUN-000408,W-RUN-000408,3.231,19.3,8.87,2.054,48,1,0.016222,4.917,1
RUN-000409,W-RUN-000409,3.238,25.61,15.06,2.783,45,0,0.016179,1.717,1
RUN-000410,W-RUN-000410,3.223,23.6,10.85,3.237,49,2,0.016498,4.586,1
RUN-000411,W-RUN-000411,3.16,21.68,10.03,2.058,56,1,0.016101,5.182,1
RUN-000412,W-RUN-000412,3.221,18.47,11.21,3.11,51,1,0.01646,4.091,1
RUN-000413,W-RUN-000413,3.3,18.7,12.05,2.821,38,2,0.015689,6.464,1
RUN-000414,W-RUN-000414,3.226,17.28,17.12,4.204,43,0,0.016693,7.361,1
RUN-000415,W-RUN-000415,3.224,19.25,18.93,2.935,45,1,0.016021,7.018,1
RUN-000416,W-RUN-000416,3.199,17.72,11.6,3.423,50,1,0.015872,3.853,1
RUN-000417,W-RUN-000417,3.211,19.73,13.6,3.576,63,1,0.016932,3.367,1
RUN-000418,W-RUN-000418,3.152,20.69,21.15,2.906,43,0,0.016333,5.513,1
RUN-000419,W-RUN-000419,3.221,25.61,15.97,2.611,53,2,0.016489,2.793,1
RUN-000420,W-RUN-000420,3.191,21.09,17.43,2.835,45,1,0.01834,6.789,1
RUN-000421,W-RUN-000421,3.204,18.54,9.78,1.736,41,3,0.014437,6.632,1
RUN-000422,W-RUN-000422,3.198,15.31,17.17,3.271,58,2,0.016043,4.939,1
RUN-000423,W-RUN-000423,3.229,19.43,9.28,1.787,48,0,0.015305,4.903,1
RUN-000424,W-RUN-000424,3.26,20.95,13.23,3.274,60,4,0.016045,5.987,1
RUN-000425,W-RUN-000425,3.226,19.23,6.18,1.188,43,3,0.01659,5.357,1
RUN-000426,W-RUN-000426,3.22,19.29,15.57,4.039,49,3,0.015206,6.584,1
RUN-000427,W-RUN-000427,3.227,22.47,11.72,3.707,78,4,0.015978,4.66,1
RUN-000428,W-RUN-000428,3.304,17.9,11.38,1.767,53,6,0.016384,4.611,1
RUN-000429,W-RUN-000429,3.173,21.74,20.07,3.721,51,2,0.01596,5.681,1
RUN-000430,W-RUN-000430,3.297,17.09,14.75,2.45,80,0,0.016307,7.758,0
RUN-000431,W-RUN-000431,3.232,19.33,12.76,2.309,43,2,0.01607,4.628,1
RUN-000432,W-RUN-000432,3.155,15.49,20.72,3.419,59,2,0.017034,7.068,1
RUN-000433,W-RUN-000433,3.172,20.95,15.04,4.151,43,3,0.016703,7.185,1
RUN-000434,W-RUN-000434,3.237,24.96,11.61,3.017,50,3,0.014992,5.346,1
RUN-000435,W-RUN-000435,3.216,22.67,16.12,2.7,65,4,0.016471,8.7,1
RUN-000436,W-RUN-000436,3.186,21.69,15.43,2.835,71,2,0.01669,6.706,1
RUN-000437,W-RUN-000437,3.211,22.16,11.08,2.983,85,1,0.016946,7.969,0
RUN-000438,W-RUN-000438,3.131,19.05,4.36,1.768,61,2,0.016254,3.039,1
RUN-000439,W-RUN-000439,3.203,18.95,18.15,3.305,82,2,0.016444,3.798,0
RUN-000440,W-RUN-000440,3.175,19.5,6.51,1.746,27,2,0.016183,7.101,1
RUN-000441,W-RUN-000441,3.288,22.93,13.18,2.633,55,3,0.017048,7.029,1
RUN-000442,W-RUN-000442,3.174,23.87,11.65,2.603,45,2,0.017208,4.225,1
RUN-000443,W-RUN-000443,3.201,16.7,16.24,2.961,52,3,0.017295,6.031,1
RUN-000444,W-RUN-000444,3.194,14.63,9.64,2.333,70,1,0.014861,4.701,1
RUN-000445,W-RUN-000445,3.278,21.86,6.7,2.385,54,3,0.0153,6.252,1
RUN-000446,W-RUN-000446,3.147,16.36,10.74,2.624,75,2,0.014328,6.89,1
RUN-000447,W-RUN-000447,3.188,21.52,11.83,3.347,63,1,0.016839,5.603,1
RUN-000448,W-RUN-000448,3.207,17.14,10.92,3.528,55,3,0.016289,7.141,1
RUN-000449,W-RUN-000449,3.236,19.99,18.74,3.918,55,2,0.016391,6.891,1
RUN-000450,W-RUN-000450,3.223,17.01,13.34,2.862,54,3,0.01682,5.969,1
RUN-000451,W-RUN-000451,3.25,20.42,16.02,3.304,70,1,0.016425,5.287,1
RUN-000452,W-RUN-000452,3.184,16.55,6.75,1.794,41,4,0.014711,6.362,1
RUN-000453,W-RUN-000453,3.181,16.3,19.82,2.844,72,2,0.014912,6.192,1
RUN-000454,W-RUN-000454,3.187,19.95,18.08,4.068,56,0,0.015399,4.841,1
RUN-000455,W-RUN-000455,3.268,22.22,19.82,3.386,46,1,0.016924,5.841,1
RUN-000456,W-RUN-000456,3.243,21.28,16.05,3.594,57,1,0.017501,5.085,1
RUN-000457,W-RUN-000457,3.238,24.21,8.29,3.282,42,0,0.017047,5.608,1
RUN-000458,W-RUN-000458,3.274,17.66,14.12,3.151,29,2,0.014864,5.985,1
RUN-000459,W-RUN-000459,3.192,17.04,11.07,3.0,60,2,0.015485,2.889,1
RUN-000460,W-RUN-000460,3.189,24.16,18.77,2.844,56,0,0.014534,4.642,1
RUN-000461,W-RUN-000461,3.197,26.47,16.32,4.532,53,1,0.016586,4.766,1
RUN-000462,W-RUN-000462,3.188,22.01,14.34,1.999,47,2,0.016285,5.577,1
RUN-000463,W-RUN-000463,3.286,17.84,8.02,2.076,52,1,0.015594,3.913,1
RUN-000464,W-RUN-000464,3.173,23.77,17.47,3.147,58,0,0.016162,5.553,1
RUN-000465,W-RUN-000465,3.208,24.32,16.23,3.102,77,1,0.015472,3.677,1
RUN-000466,W-RUN-000466,3.18,23.02,16.04,3.478,67,0,0.016564,7.304,1
RUN-000467,W-RUN-000467,3.185,23.1,15.18,1.615,48,3,0.01609,4.628,1
RUN-000468,W-RUN-000468,3.201,22.02,14.33,1.148,50,1,0.01598,1.834,1
RUN-000469,W-RUN-000469,3.286,18.21,13.11,2.734,49,1,0.017394,6.083,1
RUN-000470,W-RUN-000470,3.216,22.17,12.33,3.738,51,0,0.016857,0.1,1
RUN-000471,W-RUN-000471,3.241,19.37,18.71,2.218,47,3,0.015553,5.537,1
RUN-000472,W-RUN-000472,3.234,20.02,13.84,3.406,61,0,0.016771,6.036,1
RUN-000473,W-RUN-000473,3.206,22.01,15.54,3.34,62,3,0.016489,5.473,1
RUN-000474,W-RUN-000474,3.225,19.01,14.17,3.406,47,2,0.015701,6.201,1
RUN-000475,W-RUN-000475,3.248,16.6,18.29,2.819,57,2,0.016607,5.642,1
RUN-000476,W-RUN-000476,3.215,19.94,10.45,1.82,52,2,0.015346,4.899,1
RUN-000477,W-RUN-000477,3.232,21.68,10.25,1.949,51,1,0.016151,5.359,1
RUN-000478,W-RUN-000478,3.202,19.97,17.08,2.044,67,1,0.015657,6.854,1
RUN-000479,W-RUN-000479,3.185,22.81,7.92,2.441,43,3,0.015169,7.275,1
RUN-000480,W-RUN-000480,3.318,16.55,11.61,2.964,37,0,0.016092,3.476,1
RUN-000481,W-RUN-000481,3.286,18.92,6.68,2.346,62,0,0.015354,2.756,1
RUN-000482,W-RUN-000482,3.215,18.9,22.02,2.811,65,1,0.01521,5.273,1
RUN-000483,W-RUN-000483,3.247,16.99,12.78,3.542,51,1,0.016799,4.837,1
RUN-000484,W-RUN-000484,3.227,23.25,16.85,3.133,62,1,0.016512,3.658,1
RUN-000485,W-RUN-000485,3.228,16.77,7.58,1.884,64,0,0.013973,6.567,1
RUN-000486,W-RUN-000486,3.219,25.39,17.2,3.374,52,2,0.015633,4.509,1
RUN-000487,W-RUN-000487,3.214,16.34,17.46,2.492,58,1,0.015726,4.929,1
RUN-000488,W-RUN-000488,3.236,20.32,21.23,2.491,78,2,0.016729,5.991,1
RUN-000489,W-RUN-000489,3.252,14.79,15.13,2.883,23,2,0.015264,5.735,1
RUN-000490,W-RUN-000490,3.288,19.3,11.16,2.168,37,2,0.015148,6.47,1
RUN-000491,W-RUN-000491,3.258,13.19,11.36,4.331,60,1,0.01717,6.969,1
RUN-000492,W-RUN-000492,3.184,14.76,14.51,1.752,75,1,0.015311,6.753,1
RUN-000493,W-RUN-000493,3.201,20.36,11.48,2.751,59,1,0.015077,6.093,1
RUN-000494,W-RUN-000494,3.215,13.64,19.25,2.832,67,0,0.016761,6.631,1
RUN-000495,W-RUN-000495,3.227,21.53,11.25,2.297,47,2,0.014442,3.586,1
RUN-000496,W-RUN-000496,3.267,16.44,17.41,2.756,74,1,0.016063,3.936,1
RUN-000497,W-RUN-000497,3.189,20.49,13.56,1.943,43,1,0.015938,7.508,1
RUN-000498,W-RUN-000498,3.227,20.48,7.88,3.136,52,1,0.014225,4.676,1
RUN-000499,W-RUN-000499,3.197,25.69,10.21,2.702,40,0,0.016099,5.685,1
RUN-000500,W-RUN-000500,3.198,16.28,16.46,3.51,60,3,0.016561,5.825,1
RUN-000501,W-RUN-000501,3.287,22.46,17.61,3.204,58,0,0.016295,4.883,1
RUN-000502,W-RUN-000502,3.222,19.36,15.0,2.813,36,2,0.015421,6.488,1
RUN-000503,W-RUN-000503,3.198,17.31,20.62,4.385,74,2,0.0169,4.164,1
RUN-000504,W-RUN-000504,3.182,23.23,17.0,3.723,67,3,0.014587,7.921,1
RUN-000505,W-RUN-000505,3.204,17.88,21.48,2.511,27,4,0.016004,4.047,1
RUN-000506,W-RUN-000506,3.171,23.6,17.68,4.229,51,5,0.015632,5.959,1
RUN-000507,W-RUN-000507,3.208,23.74,16.14,3.185,51,2,0.014979,7.589,1
RUN-000508,W-RUN-000508,3.176,20.47,12.68,2.3,59,0,0.015574,6.323,1
RUN-000509,W-RUN-000509,3.256,20.03,21.94,4.569,45,1,0.016317,3.093,1
RUN-000510,W-RUN-000510,3.233,15.18,15.49,4.305,54,3,0.015323,7.147,1
RUN-000511,W-RUN-000511,3.259,18.39,11.16,2.557,74,3,0.01626,5.243,1
RUN-000512,W-RUN-000512,3.263,19.1,16.56,4.179,69,1,0.017431,6.86,1
RUN-000513,W-RUN-000513,3.163,23.14,9.3,2.228,59,3,0.016339,5.018,1
RUN-000514,W-RUN-000514,3.211,17.04,8.74,2.82,48,2,0.016744,5.898,1
RUN-000515,W-RUN-000515,3.229,18.35,16.03,3.623,42,1,0.016797,5.832,1
RUN-000516,W-RUN-000516,3.183,22.8,14.04,2.579,51,0,0.016133,1.202,1
RUN-000517,W-RUN-000517,3.176,22.12,9.13,3.831,38,4,0.015665,6.332,1
RUN-000518,W-RUN-000518,3.192,21.82,24.01,3.49,44,0,0.016825,6.148,1
RUN-000519,W-RUN-000519,3.213,25.17,10.47,3.084,33,3,0.015599,7.603,1
RUN-000520,W-RUN-000520,3.223,17.92,19.52,3.872,41,1,0.016016,3.622,1
RUN-000521,W-RUN-000521,3.209,22.54,20.35,2.67,37,4,0.016189,3.427,1
RUN-000522,W-RUN-000522,3.201,17.74,18.29,3.507,52,1,0.015693,5.225,1
RUN-000523,W-RUN-000523,3.241,21.21,9.97,1.459,40,2,0.016459,3.414,1
RUN-000524,W-RUN-000524,3.179,23.26,19.67,4.271,48,2,0.016769,3.875,1
RUN-000525,W-RUN-000525,3.15,19.28,7.3,1.339,46,0,0.01599,7.492,1
RUN-000526,W-RUN-000526,3.22,18.15,15.85,3.74,51,4,0.017518,4.526,1
RUN-000527,W-RUN-000527,3.306,22.92,15.48,2.222,62,1,0.016419,5.964,1
RUN-000528,W-RUN-000528,3.179,17.9,17.94,3.232,64,2,0.015743,6.419,1
RUN-000529,W-RUN-000529,3.237,22.57,13.62,3.327,45,1,0.017585,3.641,1
RUN-000530,W-RUN-000530,3.131,22.95,20.23,4.801,44,5,0.016507,3.922,1
RUN-000531,W-RUN-000531,3.206,22.45,10.32,2.839,62,3,0.014275,6.437,1
RUN-000532,W-RUN-000532,3.279,21.15,11.19,2.167,65,2,0.016591,5.334,1
RUN-000533,W-RUN-000533,3.196,18.53,1.86,2.659,33,0,0.015662,4.58,1
RUN-000534,W-RUN-000534,3.166,20.33,13.66,2.536,65,0,0.016132,8.315,1
RUN-000535,W-RUN-000535,3.225,14.99,12.84,2.766,52,1,0.014884,4.414,1
RUN-000536,W-RUN-000536,3.223,20.59,17.66,3.016,45,1,0.016503,6.144,1
RUN-000537,W-RUN-000537,3.207,26.95,12.65,2.61,57,1,0.015377,7.644,1
RUN-000538,W-RUN-000538,3.186,18.13,14.01,2.405,54,1,0.016631,5.712,1
RUN-000539,W-RUN-000539,3.198,26.54,12.75,3.016,38,1,0.014743,2.125,1
RUN-000540,W-RUN-000540,3.193,21.22,18.72,4.368,32,1,0.015949,4.999,1
RUN-000541,W-RUN-000541,3.238,23.77,16.75,2.771,47,2,0.015431,5.119,1
RUN-000542,W-RUN-000542,3.253,22.45,18.52,3.352,61,0,0.015465,8.354,1
RUN-000543,W-RUN-000543,3.212,25.11,17.81,3.009,56,1,0.015626,5.177,1
RUN-000544,W-RUN-000544,3.23,19.59,10.76,2.44,53,0,0.014299,7.237,1
RUN-000545,W-RUN-000545,3.215,16.78,19.22,3.57,55,2,0.015701,3.965,1
RUN-000546,W-RUN-000546,3.309,18.61,13.68,1.043,48,2,0.016217,2.606,1
RUN-000547,W-RUN-000547,3.223,23.85,10.72,2.977,59,1,0.015858,4.193,1
RUN-000548,W-RUN-000548,3.235,24.4,15.96,2.682,46,1,0.016317,3.129,1
RUN-000549,W-RUN-000549,3.275,16.45,11.86,3.599,71,1,0.015016,6.186,1
RUN-000550,W-RUN-000550,3.202,22.3,21.3,3.639,70,2,0.014887,4.164,1
RUN-000551,W-RUN-000551,3.277,26.11,16.64,3.677,55,2,0.016714,8.164,1
RUN-000552,W-RUN-000552,3.155,19.23,14.37,3.264,32,3,0.014218,5.43,1
RUN-000553,W-RUN-000553,3.173,17.66,22.66,2.88,59,0,0.016379,2.536,1
RUN-000554,W-RUN-000554,3.146,20.01,14.0,3.428,52,1,0.016307,6.783,1
RUN-000555,W-RUN-000555,3.28,15.45,15.03,2.597,52,1,0.015316,6.225,1
RUN-000556,W-RUN-000556,3.148,20.47,9.51,2.988,66,2,0.015996,4.534,1
RUN-000557,W-RUN-000557,3.272,12.12,15.12,2.82,48,1,0.016652,7.161,1
RUN-000558,W-RUN-000558,3.131,20.06,14.98,2.086,70,1,0.017643,4.88,1
RUN-000559,W-RUN-000559,3.301,22.22,13.76,1.941,50,2,0.016405,5.795,1
RUN-000560,W-RUN-000560,3.322,24.19,16.01,3.199,46,3,0.017279,4.484,1
RUN-000561,W-RUN-000561,3.206,19.57,12.13,4.016,52,2,0.016176,5.516,1
RUN-000562,W-RUN-000562,3.192,26.87,19.05,3.211,47,5,0.016754,5.046,1
RUN-000563,W-RUN-000563,3.145,11.36,14.78,3.019,77,4,0.016918,4.431,1
RUN-000564,W-RUN-000564,3.319,18.79,20.6,3.532,57,1,0.017525,7.118,1
RUN-000565,W-RUN-000565,3.187,17.82,21.14,2.722,54,2,0.015396,5.217,1
RUN-000566,W-RUN-000566,3.223,21.86,6.88,2.282,54,0,0.015474,4.108,1
RUN-000567,W-RUN-000567,3.175,23.11,7.0,2.454,68,1,0.015685,3.036,1
RUN-000568,W-RUN-000568,3.289,17.89,19.46,3.607,47,1,0.01576,3.471,1
RUN-000569,W-RUN-000569,3.261,21.86,16.04,2.685,48,3,0.015497,5.755,1
RUN-000570,W-RUN-000570,3.183,19.07,13.55,2.041,63,3,0.015737,2.306,1
RUN-000571,W-RUN-000571,3.174,20.92,18.47,1.911,59,2,0.015465,5.268,1
RUN-000572,W-RUN-000572,3.17,22.38,6.89,2.926,42,0,0.016538,3.108,1
RUN-000573,W-RUN-000573,3.254,23.71,20.57,2.732,53,2,0.015407,6.115,1
RUN-000574,W-RUN-000574,3.209,18.05,8.62,2.422,77,1,0.014049,5.69,1
RUN-000575,W-RUN-000575,3.238,23.22,14.6,3.058,56,1,0.016172,5.348,1
RUN-000576,W-RUN-000576,3.215,23.0,12.69,2.151,64,0,0.017066,5.912,1
RUN-000577,W-RUN-000577,3.173,20.16,12.3,2.944,45,3,0.016064,3.742,1
RUN-000578,W-RUN-000578,3.194,21.28,13.05,3.761,64,4,0.016009,5.802,1
RUN-000579,W-RUN-000579,3.211,19.16,15.47,3.68,74,4,0.016787,3.936,1
RUN-000580,W-RUN-000580,3.191,24.11,13.05,2.516,36,4,0.014086,7.444,1
RUN-000581,W-RUN-000581,3.27,25.55,12.72,3.292,49,3,0.017057,5.471,1
RUN-000582,W-RUN-000582,3.14,24.49,15.53,2.635,44,2,0.016431,4.749,1
RUN-000583,W-RUN-000583,3.192,20.8,10.79,2.686,66,1,0.016003,6.928,1
RUN-000584,W-RUN-000584,3.151,15.93,14.69,3.557,44,2,0.016206,4.178,1
RUN-000585,W-RUN-000585,3.323,19.08,21.05,3.63,60,3,0.017564,3.649,1
RUN-000586,W-RUN-000586,3.177,21.54,15.53,1.97,53,2,0.016133,6.602,1
RUN-000587,W-RUN-000587,3.298,23.31,17.14,3.408,53,2,0.015849,6.852,1
RUN-000588,W-RUN-000588,3.268,20.87,10.4,2.212,66,1,0.016143,4.421,1
RUN-000589,W-RUN-000589,3.199,21.35,11.4,2.033,69,2,0.015774,6.139,1
