run_id,wafer_id,thickness_mean_nm,wiwnu_pct,thickness_range_nm,dishing_nm,erosion_pct,particle_count_ge_50nm,scratch_count,electrical_res_ohm,leakage_na,yield_flag
RUN-000270,W-RUN-000270,817.04,3.23,20.96,12.72,3.929,45,2,0.016703,5.095,1
RUN-000271,W-RUN-000271,289.28,3.218,18.74,14.18,3.366,104,4,0.014104,7.232,0
RUN-000272,W-RUN-000272,298.08,3.248,17.46,12.65,3.692,61,2,0.01475,6.338,1
RUN-000273,W-RUN-000273,310.81,3.256,18.29,14.51,2.815,49,1,0.015986,4.156,1
RUN-000274,W-RUN-000274,307.1,3.198,20.04,13.74,2.185,58,1,0.015612,5.936,1
RUN-000275,W-RUN-000275,312.81,3.237,16.08,14.58,2.813,50,2,0.016261,5.035,1
RUN-000276,W-RUN-000276,292.22,3.235,18.66,10.65,2.247,39,1,0.01416,7.452,1
RUN-000277,W-RUN-000277,816.64,3.189,18.84,9.72,3.778,46,1,0.016532,5.044,1
RUN-000278,W-RUN-000278,813.79,3.225,19.9,10.14,2.695,61,1,0.016301,5.554,1
RUN-000279,W-RUN-000279,797.18,3.322,21.78,10.38,3.152,31,0,0.014703,5.482,1
RUN-000280,W-RUN-000280,318.22,3.275,23.28,18.66,2.892,71,1,0.016731,4.57,1
RUN-000281,W-RUN-000281,293.19,3.174,20.68,6.21,2.098,50,0,0.01445,4.256,1
RUN-000282,W-RUN-000282,806.82,3.205,20.65,9.61,3.12,41,1,0.015639,4.308,1
RUN-000283,W-RUN-000283,805.98,3.369,16.7,17.09,2.393,59,1,0.015627,6.297,1
RUN-000284,W-RUN-000284,808.32,3.201,18.06,13.05,3.524,63,1,0.015596,6.391,1
RUN-000285,W-RUN-000285,815.24,3.281,20.56,14.03,4.014,66,3,0.016623,6.882,1
RUN-000286,W-RUN-000286,792.66,3.289,18.76,9.82,2.44,41,1,0.01422,2.889,1
RUN-000287,W-RUN-000287,807.03,3.225,16.77,22.85,3.508,67,6,0.015619,6.906,1
RUN-000288,W-RUN-000288,302.51,3.154,20.69,10.83,2.397,60,2,0.015305,4.534,1
RUN-000289,W-RUN-000289,293.12,3.287,23.46,9.83,1.209,61,2,0.014265,5.26,1
RUN-000290,W-RUN-000290,306.12,3.219,23.89,15.29,3.591,58,1,0.015516,4.963,1
RUN-000291,W-RUN-000291,316.84,3.207,20.81,3.42,1.789,43,2,0.016708,6.299,1
RUN-000292,W-RUN-000292,309.73,3.212,19.18,12.73,2.158,68,2,0.016223,6.184,1
RUN-000293,W-RUN-000293,815.31,3.257,21.25,10.56,3.292,59,4,0.01657,5.618,1
RUN-000294,W-RUN-000294,298.31,3.292,24.65,3.29,1.39,62,3,0.014733,7.796,1
RUN-000295,W-RUN-000295,306.53,3.215,18.56,10.98,2.289,74,2,0.015809,4.931,1
RUN-000296,W-RUN-000296,817.22,3.159,26.11,18.21,2.692,53,1,0.016932,6.47,1
RUN-000297,W-RUN-000297,313.21,3.294,20.47,16.49,3.776,46,2,0.01632,5.71,1
RUN-000298,W-RUN-000298,317.27,3.145,19.74,17.64,2.551,50,1,0.016777,4.406,1
RUN-000299,W-RUN-000299,310.39,3.252,20.34,21.51,3.299,75,0,0.016034,3.967,1
RUN-000300,W-RUN-000300,290.19,3.197,19.61,12.2,2.359,76,1,0.013926,4.733,1
RUN-000301,W-RUN-000301,301.05,3.191,22.44,10.55,1.483,63,1,0.015057,7.199,1
RUN-000302,W-RUN-000302,317.2,3.283,21.5,13.81,3.748,64,1,0.016627,6.818,1
RUN-000303,W-RUN-000303,294.92,3.226,20.78,8.22,2.01,44,0,0.014477,3.303,1
RUN-000304,W-RUN-000304,299.89,3.177,16.72,13.23,2.551,41,0,0.015057,5.291,1
RUN-000305,W-RUN-000305,819.59,3.275,25.7,14.82,3.285,62,1,0.01692,4.505,1
RUN-000306,W-RUN-000306,798.55,3.225,16.76,13.02,2.251,49,2,0.014877,4.317,1
RUN-000307,W-RUN-000307,316.28,3.242,21.33,13.23,2.082,73,3,0.016539,7.402,1
RUN-000308,W-RUN-000308,799.66,3.24,20.6,4.93,2.184,48,2,0.014968,7.035,1
RUN-000309,W-RUN-000309,309.4,3.218,22.34,5.22,2.314,54,0,0.016052,3.813,1
RUN-000310,W-RUN-000310,341.31,3.151,19.9,13.48,3.85,49,2,0.019272,3.824,1
RUN-000311,W-RUN-000311,302.72,3.157,17.91,12.9,2.041,59,0,0.015095,6.564,1
RUN-000312,W-RUN-000312,810.86,3.199,19.16,13.26,3.4,62,2,0.0162,7.066,1
RUN-000313,W-RUN-000313,805.61,3.278,17.91,12.45,2.579,41,2,0.015456,7.252,1
RUN-000314,W-RUN-000314,308.28,3.239,17.91,13.55,2.879,64,3,0.015857,6.885,1
RUN-000315,W-RUN-000315,305.31,3.24,21.87,16.0,2.422,62,0,0.015471,5.097,1
RUN-000316,W-RUN-000316,299.42,3.22,22.54,11.83,3.639,59,2,0.01503,2.791,1
RUN-000317,W-RUN-000317,791.27,3.158,23.79,7.04,2.509,59,4,0.014048,5.69,1
RUN-000318,W-RUN-000318,305.47,3.212,23.99,19.22,3.564,54,3,0.015496,5.065,1
RUN-000319,W-RUN-000319,310.62,3.26,18.56,17.27,3.0,54,2,0.016019,5.688,1
RUN-000320,W-RUN-000320,299.4,3.183,19.53,5.89,1.608,34,1,0.01513,4.22,1
RUN-000321,W-RUN-000321,315.65,3.184,20.51,13.45,2.618,66,2,0.016462,7.147,1
RUN-000322,W-RUN-000322,312.33,3.245,21.48,15.54,3.12,71,1,0.01604,3.768,1
RUN-000323,W-RUN-000323,319.81,3.196,14.88,12.82,1.696,74,1,0.017035,4.777,1
RUN-000324,W-RUN-000324,306.91,3.26,19.67,9.3,1.782,47,2,0.015631,4.126,1
RUN-000325,W-RUN-000325,300.5,3.262,16.96,13.34,2.778,73,3,0.015027,7.611,1
RUN-000326,W-RUN-000326,309.88,3.161,22.85,13.54,2.45,74,0,0.016188,7.147,1
RUN-000327,W-RUN-000327,804.29,3.183,21.07,15.38,2.413,76,2,0.015401,3.693,1
RUN-000328,W-RUN-000328,314.02,3.229,24.97,18.97,2.694,65,0,0.01646,4.144,1
RUN-000329,W-RUN-000329,314.36,3.162,26.18,14.75,3.044,66,2,0.016378,6.588,1
RUN-000330,W-RUN-000330,317.98,3.213,17.49,10.29,2.578,73,5,0.016789,5.997,1
RUN-000331,W-RUN-000331,307.8,3.295,15.78,10.09,3.18,39,1,0.01577,5.421,1
RUN-000332,W-RUN-000332,309.16,3.209,22.01,3.69,1.966,56,0,0.015727,7.201,1
RUN-000333,W-RUN-000333,277.34,3.18,17.49,10.7,1.758,45,0,0.012858,5.971,1
RUN-000334,W-RUN-000334,302.69,3.21,20.95,13.71,2.98,56,2,0.015169,5.402,1
RUN-000335,W-RUN-000335,807.81,3.227,23.11,20.39,4.428,49,3,0.015718,4.765,1
RUN-000336,W-RUN-000336,303.06,3.196,22.16,22.05,2.822,46,3,0.015348,5.449,1
RUN-000337,W-RUN-000337,815.07,3.165,18.38,17.02,3.318,45,3,0.01655,4.343,1
RUN-000338,W-RUN-000338,300.34,3.262,19.81,13.06,1.401,54,4,0.015046,6.588,1
RUN-000339,W-RUN-000339,832.75,3.218,17.77,21.18,3.017,56,0,0.018264,5.526,1
RUN-000340,W-RUN-000340,308.57,3.255,25.01,11.43,2.708,51,1,0.01592,6.906,1
RUN-000341,W-RUN-000341,817.87,3.184,21.64,19.89,4.368,48,0,0.016532,4.858,1
RUN-000342,W-RUN-000342,312.22,3.244,21.68,17.22,2.889,71,3,0.016311,6.325,1
RUN-000343,W-RUN-000343,322.09,3.27,18.51,21.81,3.743,59,6,0.017289,6.406,1
RUN-000344,W-RUN-000344,806.31,3.209,20.24,9.16,2.228,60,2,0.015687,5.287,1
RUN-000345,W-RUN-000345,303.13,3.253,23.44,14.28,3.26,57,0,0.015252,5.657,1
RUN-000346,W-RUN-000346,826.59,3.195,18.5,17.7,3.826,60,2,0.017594,6.914,1
RUN-000347,W-RUN-000347,293.0,3.203,17.94,8.61,1.103,27,1,0.014353,6.762,1
RUN-000348,W-RUN-000348,800.64,3.162,24.63,17.74,3.724,75,1,0.015092,6.109,1
RUN-000349,W-RUN-000349,308.93,3.191,22.31,5.13,2.5,56,3,0.016102,5.393,1
RUN-000350,W-RUN-000350,313.94,3.26,20.31,18.12,3.202,66,2,0.016334,4.389,1
RUN-000351,W-RUN-000351,318.95,3.19,19.85,9.91,3.138,57,4,0.016775,5.143,1
RUN-000352,W-RUN-000352,320.05,3.201,21.53,7.21,2.387,67,6,0.017018,3.812,1
RUN-000353,W-RUN-000353,315.54,3.241,16.77,11.07,2.768,52,1,0.016373,5.957,1
RUN-000354,W-RUN-000354,309.74,3.229,20.34,10.25,3.789,44,1,0.015839,2.261,1
RUN-000355,W-RUN-000355,819.45,3.261,23.82,11.55,3.069,58,1,0.016924,3.636,1
RUN-000356,W-RUN-000356,814.6,3.172,21.98,15.38,3.303,40,2,0.01641,4.895,1
RUN-000357,W-RUN-000357,798.22,3.189,23.01,5.38,3.145,43,2,0.014712,3.944,1
RUN-000358,W-RUN-000358,809.55,3.208,18.42,21.87,3.268,55,2,0.015963,7.097,1
RUN-000359,W-RUN-000359,300.84,3.262,19.85,9.98,2.137,50,1,0.015018,6.711,1
RUN-000360,W-RUN-000360,299.28,3.298,14.27,14.33,3.676,63,2,0.014893,3.004,1
RUN-000361,W-RUN-000361,303.46,3.239,18.26,14.97,1.924,53,2,0.015302,6.199,1
RUN-000362,W-RUN-000362,304.01,3.214,13.81,7.36,2.153,41,1,0.015426,5.876,1
RUN-000363,W-RUN-000363,305.92,3.207,17.24,8.44,1.911,65,3,0.015725,3.636,1
RUN-000364,W-RUN-000364,819.93,3.232,22.34,19.54,3.894,62,2,0.016951,9.228,1
RUN-000365,W-RUN-000365,327.32,3.23,17.7,19.67,2.599,41,4,0.017689,4.6,1
RUN-000366,W-RUN-000366,306.65,3.21,20.87,6.17,1.43,71,2,0.015632,5.174,1
RUN-000367,W-RUN-000367,315.93,3.206,21.46,11.67,4.007,62,1,0.016477,6.374,1
RUN-000368,W-RUN-000368,807.12,3.302,17.48,19.26,3.784,48,1,0.015741,3.846,1
RUN-000369,W-RUN-000369,804.87,3.184,19.89,19.51,3.759,59,2,0.015368,5.598,1
RUN-000370,W-RUN-000370,809.83,3.216,25.48,15.59,3.904,49,3,0.015845,5.919,1
RUN-000371,W-RUN-000371,295.77,3.287,14.58,14.29,2.033,69,1,0.014615,3.736,1
RUN-000372,W-RUN-000372,811.98,3.203,20.0,13.3,3.202,41,4,0.016299,5.779,1
RUN-000373,W-RUN-000373,811.54,3.229,19.19,10.29,2.327,61,0,0.01585,2.942,1
RUN-000374,W-RUN-000374,801.44,3.24,27.29,10.0,1.352,43,2,0.015159,4.888,1
RUN-000375,W-RUN-000375,302.52,3.159,25.34,4.91,1.299,58,3,0.015209,3.453,1
RUN-000376,W-RUN-000376,804.96,3.196,20.73,9.76,3.322,47,2,0.01544,3.482,1
RUN-000377,W-RUN-000377,787.13,3.231,22.77,8.15,3.309,71,2,0.013733,7.253,1
RUN-000378,W-RUN-000378,303.8,3.256,22.67,6.41,1.073,72,2,0.015488,4.3,1
RUN-000379,W-RUN-000379,311.88,3.229,18.99,19.77,2.96,78,1,0.016104,6.441,1
RUN-000380,W-RUN-000380,818.39,3.303,16.85,14.92,3.449,44,0,0.016957,5.122,1
RUN-000381,W-RUN-000381,822.22,3.224,17.0,14.97,3.022,64,2,0.01714,3.969,1
RUN-000382,W-RUN-000382,296.21,3.245,24.2,10.17,2.805,58,3,0.014737,4.121,1
RUN-000383,W-RUN-000383,313.33,3.226,19.93,15.3,3.277,54,2,0.016423,6.442,1
RUN-000384,W-RUN-000384,312.77,3.184,19.09,15.04,2.746,71,1,0.016146,6.473,1
RUN-000385,W-RUN-000385,294.34,3.204,22.97,7.1,0.691,58,2,0.014612,4.877,1
RUN-000386,W-RUN-000386,318.03,3.203,15.87,14.87,1.947,56,0,0.017023,5.763,1
RUN-000387,W-RUN-000387,302.22,3.225,18.74,16.89,2.36,33,1,0.015307,6.791,1
RUN-000388,W-RUN-000388,313.53,3.269,13.86,8.57,2.07,40,1,0.016346,7.677,1
RUN-000389,W-RUN-000389,318.53,3.184,18.27,15.58,2.931,69,2,0.016812,6.478,1
RUN-000390,W-RUN-000390,817.5,3.204,23.33,21.23,3.766,30,0,0.016637,5.109,1
RUN-000391,W-RUN-000391,307.16,3.206,18.39,13.15,3.359,50,1,0.015782,4.964,1
RUN-000392,W-RUN-000392,811.0,3.237,19.68,5.69,1.538,29,3,0.01617,4.527,1
RUN-000393,W-RUN-000393,802.42,3.261,19.84,12.88,2.711,60,2,0.015302,4.809,1
RUN-000394,W-RUN-000394,803.08,3.216,20.29,11.48,4.532,76,2,0.015328,4.461,1
RUN-000395,W-RUN-000395,805.04,3.215,19.64,19.7,2.489,50,1,0.015532,4.594,1
RUN-000396,W-RUN-000396,307.04,3.244,17.82,12.0,3.268,60,0,0.015723,3.997,1
RUN-000397,W-RUN-000397,807.7,3.226,25.58,12.02,4.287,31,1,0.015701,4.684,1
RUN-000398,W-RUN-000398,816.51,3.268,18.96,17.8,3.762,48,0,0.016625,6.301,1
RUN-000399,W-RUN-000399,324.03,3.177,24.47,18.75,3.584,61,3,0.01745,8.582,1
RUN-000400,W-RUN-000400,812.9,3.195,20.73,5.19,2.868,49,2,0.016296,6.13,1
RUN-000401,W-RUN-000401,817.34,3.222,21.34,20.38,3.708,52,3,0.016763,5.819,1
RUN-000402,W-RUN-000402,818.58,3.256,14.51,16.88,3.312,79,3,0.016891,5.779,1
RUN-000403,W-RUN-000403,326.38,3.247,23.76,13.06,2.504,62,1,0.017571,4.986,1
RUN-000404,W-RUN-000404,299.99,3.254,15.47,5.66,1.458,59,2,0.014859,1.846,1
RUN-000405,W-RUN-000405,820.52,3.234,24.16,20.8,3.862,44,4,0.017288,5.057,1
RUN-000406,W-RUN-000406,318.17,3.235,15.21,18.19,3.158,61,1,0.016745,6.069,1
RUN-000407,W-RUN-000407,808.46,3.245,20.07,11.16,2.697,75,6,0.015909,4.097,1
RUN-000408,W-RUN-000408,812.82,3.195,21.05,10.15,2.066,16,2,0.016299,3.722,1
RUN-000409,W-RUN-000409,294.44,3.163,22.88,8.14,1.737,71,0,0.014602,3.582,1
RUN-000410,W-RUN-000410,816.95,3.222,15.31,17.91,2.368,21,0,0.016787,5.855,1
RUN-000411,W-RUN-000411,817.14,3.289,22.05,17.02,4.088,58,1,0.016726,6.095,1
RUN-000412,W-RUN-000412,315.21,3.273,20.37,16.93,4.075,92,4,0.016538,3.51,0
RUN-000413,W-RUN-000413,816.99,3.292,18.13,20.02,4.071,42,5,0.016728,4.714,1
RUN-000414,W-RUN-000414,312.05,3.273,23.74,15.63,2.779,51,1,0.016252,3.196,1
RUN-000415,W-RUN-000415,306.08,3.27,21.88,12.35,1.675,53,0,0.015577,5.476,1
RUN-000416,W-RUN-000416,814.98,3.272,22.99,18.73,3.301,40,2,0.016581,4.876,1
RUN-000417,W-RUN-000417,806.36,3.198,16.97,13.62,4.094,67,2,0.015681,4.219,1
RUN-000418,W-RUN-000418,812.4,3.213,21.84,22.26,3.909,52,1,0.016018,7.039,1
RUN-000419,W-RUN-000419,303.24,3.206,16.73,9.59,2.819,47,3,0.015336,6.411,1
RUN-000420,W-RUN-000420,297.5,3.193,19.97,2.83,2.091,48,0,0.014821,6.308,1
RUN-000421,W-RUN-000421,303.64,3.244,25.33,19.3,2.711,77,3,0.015318,5.414,1
RUN-000422,W-RUN-000422,297.59,3.181,22.43,12.49,1.905,63,2,0.014563,7.057,1
RUN-000423,W-RUN-000423,290.92,3.193,21.69,2.07,0.982,35,4,0.014201,5.877,1
RUN-000424,W-RUN-000424,790.68,3.214,20.08,17.69,2.612,26,3,0.01401,4.702,1
RUN-000425,W-RUN-000425,808.04,3.2,15.79,15.53,3.45,64,1,0.015799,4.608,1
RUN-000426,W-RUN-000426,812.12,3.196,18.71,13.11,2.603,31,2,0.016219,5.136,1
RUN-000427,W-RUN-000427,304.93,3.215,16.15,5.88,2.252,38,0,0.015474,4.588,1
RUN-000428,W-RUN-000428,802.6,3.214,19.64,8.04,1.226,67,1,0.015164,3.774,1
RUN-000429,W-RUN-000429,311.33,3.147,24.12,7.43,2.161,57,2,0.016264,3.129,1
RUN-000430,W-RUN-000430,314.79,3.19,23.31,18.59,3.198,66,2,0.016538,3.415,1
RUN-000431,W-RUN-000431,304.31,3.18,20.16,12.89,3.087,64,2,0.015417,5.912,1
RUN-000432,W-RUN-000432,298.89,3.197,21.55,9.03,1.631,49,1,0.014929,7.822,1
RUN-000433,W-RUN-000433,820.94,3.242,20.78,14.12,3.299,43,2,0.01718,5.271,1
RUN-000434,W-RUN-000434,802.5,3.198,21.67,5.71,1.659,26,2,0.015368,7.178,1
RUN-000435,W-RUN-000435,805.85,3.194,18.9,16.0,1.937,29,2,0.015523,7.747,1
RUN-000436,W-RUN-000436,805.03,3.221,23.91,13.03,2.962,39,1,0.015461,4.134,1
RUN-000437,W-RUN-000437,310.28,3.195,25.57,12.76,2.652,62,0,0.016022,5.887,1
RUN-000438,W-RUN-000438,810.92,3.171,24.13,11.13,2.765,47,1,0.016119,4.856,1
RUN-000439,W-RUN-000439,294.54,3.164,21.35,0.65,1.744,55,0,0.014397,4.838,1
RUN-000440,W-RUN-000440,321.28,3.19,24.49,22.07,3.618,58,1,0.017058,5.242,1
RUN-000441,W-RUN-000441,312.72,3.242,23.8,14.32,4.862,69,1,0.016368,6.023,1
RUN-000442,W-RUN-000442,800.06,3.157,17.41,19.34,2.862,51,0,0.015051,4.585,1
RUN-000443,W-RUN-000443,303.58,3.262,22.73,11.02,2.037,57,1,0.015391,3.956,1
RUN-000444,W-RUN-000444,297.3,3.178,15.65,8.29,0.724,50,2,0.014726,6.613,1
RUN-000445,W-RUN-000445,792.67,3.245,20.59,7.98,2.759,46,0,0.014226,6.75,1
RUN-000446,W-RUN-000446,805.93,3.283,20.36,19.4,4.096,51,3,0.015678,2.822,1
RUN-000447,W-RUN-000447,307.42,3.238,18.1,16.83,2.834,56,1,0.015631,3.359,1
RUN-000448,W-RUN-000448,308.42,3.22,25.24,10.86,2.419,45,2,0.016039,6.573,1
RUN-000449,W-RUN-000449,303.97,3.182,21.17,16.34,2.299,82,1,0.015448,5.658,0
RUN-000450,W-RUN-000450,309.75,3.185,21.67,14.73,3.425,82,2,0.016052,3.792,0
RUN-000451,W-RUN-000451,303.04,3.295,23.79,2.81,2.574,45,4,0.015213,6.662,1
RUN-000452,W-RUN-000452,817.49,3.142,15.57,13.29,2.571,46,1,0.016676,3.216,1
RUN-000453,W-RUN-000453,299.83,3.175,21.06,16.77,2.997,41,3,0.014883,8.337,1
RUN-000454,W-RUN-000454,812.02,3.212,23.85,12.82,3.629,59,4,0.016242,4.511,1
RUN-000455,W-RUN-000455,295.45,3.238,24.54,10.21,2.088,52,0,0.014502,6.072,1
RUN-000456,W-RUN-000456,308.25,3.21,25.12,5.85,1.666,57,4,0.015854,5.589,1
RUN-000457,W-RUN-000457,303.67,3.18,16.53,15.06,3.864,48,3,0.015365,4.243,1
RUN-000458,W-RUN-000458,803.71,3.216,22.98,13.79,2.135,32,2,0.015379,6.041,1
RUN-000459,W-RUN-000459,789.82,3.159,15.21,7.39,2.674,27,0,0.013911,6.218,1
RUN-000460,W-RUN-000460,804.9,3.231,12.44,16.09,3.939,57,1,0.01537,4.11,1
RUN-000461,W-RUN-000461,296.09,3.151,16.26,12.99,2.53,50,4,0.014616,5.206,1
RUN-000462,W-RUN-000462,303.13,3.3,18.34,11.63,2.116,57,1,0.015357,4.797,1
RUN-000463,W-RUN-000463,801.69,3.198,14.32,11.55,2.021,59,2,0.015291,3.702,1
RUN-000464,W-RUN-000464,314.29,3.202,17.14,14.1,3.525,57,2,0.016391,2.537,1
RUN-000465,W-RUN-000465,815.37,3.209,20.27,5.43,3.52,31,0,0.016538,6.619,1
RUN-000466,W-RUN-000466,821.49,3.198,23.42,20.12,4.821,54,3,0.017296,8.232,1
RUN-000467,W-RUN-000467,320.76,3.312,24.52,7.52,3.535,69,2,0.016977,3.813,1
RUN-000468,W-RUN-000468,799.89,3.174,22.55,19.93,2.846,49,2,0.014818,6.942,1
RUN-000469,W-RUN-000469,816.39,3.252,22.47,16.99,3.483,38,1,0.016645,7.023,1
RUN-000470,W-RUN-000470,314.0,3.227,22.99,9.27,0.254,47,0,0.016473,6.917,1
RUN-000471,W-RUN-000471,305.88,3.209,23.19,6.39,2.604,60,2,0.015573,4.541,1
RUN-000472,W-RUN-000472,297.63,3.203,19.61,11.8,2.231,56,2,0.014722,5.056,1
RUN-000473,W-RUN-000473,312.82,3.207,22.82,9.31,2.467,48,0,0.016281,5.778,1
RUN-000474,W-RUN-000474,304.49,3.188,19.34,10.14,2.63,53,2,0.015533,5.8,1
RUN-000475,W-RUN-000475,312.47,3.18,22.5,14.83,3.426,65,1,0.01618,4.736,1
RUN-000476,W-RUN-000476,808.45,3.194,18.61,17.72,3.861,66,2,0.015827,5.143,1
RUN-000477,W-RUN-000477,818.2,3.173,19.57,19.98,3.566,43,1,0.01657,5.38,1
RUN-000478,W-RUN-000478,311.45,3.185,19.1,19.74,3.695,52,3,0.016122,3.491,1
RUN-000479,W-RUN-000479,316.33,3.249,16.78,23.01,3.519,67,0,0.016514,4.272,1
RUN-000480,W-RUN-000480,805.18,3.198,17.9,15.31,3.017,51,3,0.015656,5.033,1
RUN-000481,W-RUN-000481,297.48,3.182,20.78,7.33,2.312,53,5,0.014826,5.438,1
RUN-000482,W-RUN-000482,807.02,3.202,18.26,14.54,3.161,40,1,0.015891,2.864,1
RUN-000483,W-RUN-000483,816.77,3.209,19.51,12.87,2.744,37,6,0.016647,6.239,1
RUN-000484,W-RUN-000484,317.16,3.282,21.9,18.25,3.316,36,2,0.016656,6.174,1
RUN-000485,W-RUN-000485,812.98,3.288,20.08,13.97,3.08,33,3,0.016253,3.255,1
RUN-000486,W-RUN-000486,321.61,3.214,22.43,14.09,2.145,54,1,0.01712,8.472,1
RUN-000487,W-RUN-000487,303.73,3.18,18.42,13.36,2.165,73,2,0.015414,5.851,1
RUN-000488,W-RUN-000488,803.83,3.209,26.08,14.96,2.93,46,2,0.015271,4.212,1
RUN-000489,W-RUN-000489,801.2,3.226,23.22,2.41,2.234,42,1,0.015083,4.88,1
RUN-000490,W-RUN-000490,299.08,3.192,23.73,9.45,0.604,40,0,0.014905,4.872,1
RUN-000491,W-RUN-000491,796.61,3.229,21.69,20.91,3.29,49,2,0.014751,5.613,1
RUN-000492,W-RUN-000492,820.45,3.168,21.71,13.9,3.03,42,2,0.017133,3.284,1
RUN-000493,W-RUN-000493,299.05,3.263,14.94,15.1,3.076,65,5,0.014929,6.807,1
RUN-000494,W-RUN-000494,321.69,3.303,16.43,15.64,3.919,41,1,0.017326,4.112,1
RUN-000495,W-RUN-000495,306.84,3.205,18.82,16.09,3.06,75,2,0.015596,6.595,1
RUN-000496,W-RUN-000496,806.3,3.192,27.41,20.2,4.009,46,1,0.015619,7.411,1
RUN-000497,W-RUN-000497,281.08,3.256,21.78,5.38,0.632,57,3,0.013244,7.581,1
RUN-000498,W-RUN-000498,309.43,3.173,18.95,16.39,2.378,50,2,0.015883,5.443,1
RUN-000499,W-RUN-000499,311.35,3.175,26.78,17.79,3.133,55,1,0.016161,4.706,1
RUN-000500,W-RUN-000500,804.14,3.277,20.23,15.39,3.57,62,2,0.015278,6.532,1
RUN-000501,W-RUN-000501,314.67,3.204,22.67,9.46,2.347,64,1,0.016387,4.378,1
RUN-000502,W-RUN-000502,808.58,3.164,20.86,16.43,3.701,50,0,0.015806,5.845,1
RUN-000503,W-RUN-000503,309.16,3.18,25.18,12.02,2.218,54,5,0.015807,4.313,1
RUN-000504,W-RUN-000504,312.05,3.209,19.52,9.44,1.999,58,2,0.016234,7.116,1
RUN-000505,W-RUN-000505,816.71,3.231,25.05,21.8,3.969,69,2,0.016739,4.174,1
RUN-000506,W-RUN-000506,799.12,3.262,18.28,9.15,1.793,63,1,0.014987,7.794,1
RUN-000507,W-RUN-000507,813.5,3.264,25.45,16.74,3.156,65,1,0.01649,5.039,1
RUN-000508,W-RUN-000508,301.93,3.195,14.31,16.01,2.838,65,1,0.01532,4.27,1
RUN-000509,W-RUN-000509,298.98,3.213,25.11,11.07,1.116,51,1,0.014799,4.127,1
RUN-000510,W-RUN-000510,795.1,3.229,23.93,18.77,3.673,39,1,0.014495,6.561,1
RUN-000511,W-RUN-000511,308.79,3.247,17.24,11.24,1.958,62,0,0.015904,7.616,1
RUN-000512,W-RUN-000512,325.18,3.207,16.17,14.95,2.121,37,0,0.017586,7.315,1
RUN-000513,W-RUN-000513,330.28,3.189,20.5,17.2,3.975,64,2,0.018109,8.172,1
RUN-000514,W-RUN-000514,809.89,3.175,24.81,7.53,2.831,62,0,0.016067,5.542,1
RUN-000515,W-RUN-000515,809.73,3.262,20.09,4.21,1.694,50,3,0.015998,6.14,1
RUN-000516,W-RUN-000516,320.55,3.252,24.53,11.62,3.433,50,6,0.016991,5.297,1
RUN-000517,W-RUN-000517,305.17,3.229,19.06,11.46,2.542,52,2,0.015469,5.257,1
RUN-000518,W-RUN-000518,294.56,3.252,20.03,7.0,1.347,48,1,0.014518,6.801,1
RUN-000519,W-RUN-000519,817.15,3.191,19.06,16.34,4.218,69,1,0.01689,6.758,1
RUN-000520,W-RUN-000520,815.6,3.203,19.82,14.8,3.299,44,3,0.01665,6.97,1
RUN-000521,W-RUN-000521,816.54,3.233,16.1,16.47,2.053,39,3,0.016731,6.338,1
RUN-000522,W-RUN-000522,306.07,3.274,21.97,12.38,3.038,56,2,0.015564,5.822,1
RUN-000523,W-RUN-000523,303.9,3.211,24.05,21.03,2.694,66,1,0.015369,3.862,1
RUN-000524,W-RUN-000524,811.0,3.201,17.2,15.56,3.467,60,2,0.016159,3.29,1
RUN-000525,W-RUN-000525,307.4,3.243,14.92,16.55,2.02,60,2,0.015781,4.132,1
RUN-000526,W-RUN-000526,314.38,3.144,18.7,13.12,2.693,57,0,0.016485,5.05,1
RUN-000527,W-RUN-000527,300.04,3.173,21.04,9.94,2.173,59,0,0.015117,3.25,1
RUN-000528,W-RUN-000528,302.62,3.182,19.43,12.31,1.538,27,0,0.015206,4.703,1
RUN-000529,W-RUN-000529,306.39,3.168,18.44,12.51,2.141,43,0,0.015641,4.658,1
RUN-000530,W-RUN-000530,311.2,3.276,17.81,4.36,2.344,59,2,0.016249,6.553,1
RUN-000531,W-RUN-000531,298.52,3.164,22.06,6.44,1.861,64,1,0.014769,4.755,1
RUN-000532,W-RUN-000532,296.73,3.212,22.83,15.79,1.655,59,2,0.014736,5.237,1
RUN-000533,W-RUN-000533,802.07,3.192,19.84,13.79,2.663,46,1,0.015049,4.491,1
RUN-000534,W-RUN-000534,308.76,3.182,23.84,16.57,2.59,41,2,0.015979,6.116,1
RUN-000535,W-RUN-000535,308.65,3.183,18.56,4.35,0.253,52,1,0.01583,6.576,1
RUN-000536,W-RUN-000536,317.97,3.204,23.38,10.59,3.219,64,1,0.01674,6.168,1
RUN-000537,W-RUN-000537,808.79,3.164,20.47,12.87,3.301,31,5,0.015923,5.987,1
RUN-000538,W-RUN-000538,305.35,3.188,19.37,14.59,2.799,51,1,0.015431,4.798,1
RUN-000539,W-RUN-000539,309.74,3.235,20.17,4.9,1.525,62,4,0.015992,3.395,1
RUN-000540,W-RUN-000540,297.81,3.186,25.03,9.02,1.931,62,4,0.0147,6.847,1
RUN-000541,W-RUN-000541,823.65,3.202,22.57,16.2,2.727,39,0,0.017244,7.591,1
